traveler_id,start_location,destination,days_stayed,budget_tier,pace,places_visited,famous_things_to_do,food_preference,restaurant,best_dish,transport_to_destination,transport_name,local_transport,rating
87,Tokyo,"Tokyo, Japan",7,Mid-Range,Moderate,"Shibuya Crossing, Tokyo Skytree, Imperial Palace East Gardens","Anime shopping in Akihabara, Experiencing teamLab digital art",Vegetarian,Ichiran Ramen Shibuya,Tonkotsu Ramen,Train,Tokyo Intercity Express,walking,4.4
88,Chennai,"New Delhi, Delhi NCR",7,Budget,Relaxed,"Akshardham Temple, Humayun's Tomb, India Gate memorial, Lotus Temple","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Local,Karim's Old Delhi,Spicy Chole Bhature,Train,New Delhi Intercity Express,auto-rickshaw,4.4
89,Bengaluru,"Tokyo, Japan",7,Mid-Range,Moderate,"teamLab Planets, Imperial Palace East Gardens, Senso-ji Temple, Shibuya Crossing","Experiencing teamLab digital art, Taking a Fuji day trip",Non-Vegetarian,Omoide Yokocho street stalls,Pan-fried Gyoza,Bus,Tokyo Intercity Express,walking,4.9
90,London,"Paris, France",7,Budget,Fast,"Sacré-Cœur Basilica, Eiffel Tower, Luxembourg Gardens","Seine River twilight cruise, Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit",Non-Vegetarian,Le Comptoir du Relais,Escargot,Train,Paris Intercity Express,velib bicycle,4.2
91,Pune,"Mumbai, Maharashtra",7,Budget,Moderate,"Chhatrapati Shivaji Terminus, Marine Drive Queen's Necklace, Elephanta Island Caves","Ferry ride across harbor, Renting bicycles in forest",Mixed,Bademiya late-night grill,Spicy Vada Pav street food,Flight,Redhill Aviation 8L-279,walking,4.3
92,Kolkata,"Jaipur, Rajasthan",7,Mid-Range,Relaxed,"City Palace, Nahargarh Fort, Jantar Mantar","Royal fort trekking, Traditional hand-block printing",Vegetarian,Saffron Mughlai diner,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,auto-rickshaw,4.3
93,Tokyo,"New Delhi, Delhi NCR",7,Budget,Relaxed,"Akshardham Temple, Qutub Minar, Red Fort, Humayun's Tomb","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens, Tasting golgappa street foods",Non-Vegetarian,Paranthe Wali Gali,Dahi Bhalla Chat,Train,New Delhi Intercity Express,e-rickshaw,4.3
94,Dubai,"Rome, Italy",7,Budget,Fast,"Colosseum, St. Peter's Basilica, Trevi Fountain, Spanish Steps","Walking through bohemian Trastevere, Cycling the Appian Way, Hands-on pasta making class",Non-Vegetarian,Felice a Testaccio,Cacio e Pepe pasta,Bus,Rome Intercity Express,walking,4.2
95,Dubai,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Red Fort, Lotus Temple, India Gate memorial","Bargain shopping in Connaught Place, Tasting golgappa street foods",Local,Wenger's Bakery CP,Stuffed Mixed Paranthas,Bus,New Delhi Intercity Express,e-rickshaw,4.4
96,London,"Tokyo, Japan",7,Luxury,Relaxed,"Senso-ji Temple, teamLab Planets, Meiji Jingu Shrine","Experiencing teamLab digital art, Walking the Shibuya Scramble",Vegetarian,Daiwa Sushi Tsukiji,Tonkotsu Ramen,Flight,Star Peru (2I) 2I-2137,JR train,4.2
97,Bengaluru,"Paris, France",7,Budget,Fast,"Notre-Dame Cathedral, Palace of Versailles, Louvre Museum, Luxembourg Gardens","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit",Non-Vegetarian,Café de Flore,Escargot,Train,Paris Intercity Express,RER train,4.9
98,Dubai,"Mumbai, Maharashtra",7,Luxury,Moderate,"Elephanta Island Caves, Gateway of India, Haji Ali ocean mosque, Dhobi Ghat Mahalaxmi","Renting bicycles in forest, Ferry ride across harbor",Non-Vegetarian,Cafe Mondegar Colaba,Berry Pulav Parsi style,Train,Mumbai Intercity Express,walking,4.7
99,Bengaluru,"Tokyo, Japan",7,Budget,Fast,"teamLab Planets, Senso-ji Temple, Tokyo Skytree, Shibuya Crossing","Anime shopping in Akihabara, Walking the Shibuya Scramble, Experiencing teamLab digital art",Mixed,Ichiran Ramen Shibuya,Fatty Tuna Sushi,Bus,Tokyo Intercity Express,subway,4.4
100,Chennai,"Tokyo, Japan",7,Luxury,Fast,"Senso-ji Temple, Meiji Jingu Shrine, teamLab Planets","Anime shopping in Akihabara, Walking the Shibuya Scramble",Mixed,Daiwa Sushi Tsukiji,Pan-fried Gyoza,Bus,Tokyo Intercity Express,JR train,4.5
101,Bengaluru,"Kolkata, West Bengal",7,Luxury,Moderate,"Dakshineswar Kali Temple, Science City, Princep Ghat Boating, Victoria Memorial","Taking a yellow taxi ride over Howrah Bridge, Tasting Roshogollas at K.C. Das, Riding a heritage Kolkata tram",Non-Vegetarian,Peter Cat Park Street,Double Egg Chicken Kathi Roll,Flight,American Airlines AA-804,Kolkata Metro,4.8
102,Ahmedabad,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Indian Museum, Princep Ghat Boating, Howrah Bridge","Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das, Taking a yellow taxi ride over Howrah Bridge",Mixed,Arsalan Mughlai Restaurant,Kosha Mangsho mutton with Luchi,Train,Kolkata Intercity Express,walking,4.5
103,Ahmedabad,"Mumbai, Maharashtra",7,Luxury,Relaxed,"Chhatrapati Shivaji Terminus, Dhobi Ghat Mahalaxmi, Gateway of India, Elephanta Island Caves","Vectoring basalt cave temples, Ferry ride across harbor",Vegetarian,Trishna seafood diner,Butter Garlic Crab,Bus,Mumbai Intercity Express,local train,4.5
104,Hyderabad,"Bali, Indonesia",7,Luxury,Moderate,"Tirta Empul Water Temple, Kelingking Cliff Penida, Tegallalang Rice Terraces","Hiking Mount Batur at sunrise, Participating in water purification",Non-Vegetarian,Sari Organik fields,Nasi Campur Balinese,Bus,Bali Intercity Express,fast speedboat,4.9
105,New York,"Paris, France",7,Luxury,Relaxed,"Luxembourg Gardens, Louvre Museum, Sacré-Cœur Basilica","Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens",Mixed,Le Comptoir du Relais,Escargot,Bus,Paris Intercity Express,velib bicycle,4.2
106,Kolkata,"New York City, USA",7,Budget,Relaxed,"Empire State Building, Brooklyn Bridge, High Line Park, Central Park","Picnicking in Bryant Park, Watching a Broadway musical",Vegetarian,Los Tacos No. 1 Chelsea,Adobada Tacos,Train,New York City Intercity Express,walking,4.8
107,Chennai,"Jaipur, Rajasthan",7,Mid-Range,Fast,"City Palace, Jal Mahal Lake, Hawa Mahal","Watching Nahargarh sunset view, Bapu Bazaar leather shopping, Rajasthani folk dance evening",Local,Caffe Palladio,Dal Baati Churma Rajasthani,Bus,Jaipur Intercity Express,private taxi,5.0
108,Ahmedabad,"New York City, USA",7,Luxury,Moderate,"Empire State Building, Statue of Liberty, Times Square, Central Park","Renting a bicycle in Central Park, Picnicking in Bryant Park",Non-Vegetarian,Juliana's Pizza DUMBO,Classic New York Street Slice,Train,New York City Intercity Express,citi bike,4.8
109,New Delhi,"Bali, Indonesia",7,Mid-Range,Fast,"Ubud Monkey Forest, Tirta Empul Water Temple, Kelingking Cliff Penida, Uluwatu Cliff Temple","Sunset Kecak Fire Dance, Riding a giant valley swing",Local,Sari Organik fields,Nasi Campur Balinese,Train,Bali Intercity Express,private taxi,4.6
110,Ahmedabad,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"India Gate memorial, Red Fort, Qutub Minar, Humayun's Tomb","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens",Local,Karim's Old Delhi,Dahi Bhalla Chat,Bus,New Delhi Intercity Express,e-rickshaw,4.4
111,Tokyo,"Jaipur, Rajasthan",7,Luxury,Moderate,"Hawa Mahal, Jal Mahal Lake, City Palace, Amber Fort","Traditional hand-block printing, Bapu Bazaar leather shopping, Royal fort trekking",Mixed,Chokhi Dhani resort,Traditional sweet Malpua,Train,Jaipur Intercity Express,auto-rickshaw,4.4
112,Tokyo,"Paris, France",7,Mid-Range,Moderate,"Palace of Versailles, Notre-Dame Cathedral, Luxembourg Gardens","Picnicking in Luxembourg Gardens, Seine River twilight cruise",Vegetarian,Café de Flore,Croque-monsieur,Flight,Azul AD-1694,walking,4.8
113,New Delhi,"New York City, USA",7,Budget,Moderate,"Empire State Building, Statue of Liberty, Times Square","Picnicking in Bryant Park, Walking across the Brooklyn Bridge",Local,Los Tacos No. 1 Chelsea,Classic New York Street Slice,Flight,American Airlines AA-2482,yellow taxi,4.8
114,Dubai,"Agra & Taj Mahal, UP",7,Budget,Relaxed,"Agra Fort, Fatehpur Sikri, Taj Mahal","Watching Taj sunrise, Marble-inlay souvenir shopping, spiritual chanting at temples",Mixed,Pinch of Spice,Hot Mughlai chicken rolls,Bus,Agra & Taj Mahal Intercity Express,walking,4.9
115,Ahmedabad,"Rome, Italy",7,Mid-Range,Relaxed,"Pantheon, Colosseum, Trevi Fountain","Walking through bohemian Trastevere, Throwing coins in Trevi Fountain",Non-Vegetarian,Felice a Testaccio,Thin Roman-style Pizza,Bus,Rome Intercity Express,metro,4.3
116,London,"Rome, Italy",7,Budget,Moderate,"Pantheon, St. Peter's Basilica, Trevi Fountain","Hands-on pasta making class, Walking through bohemian Trastevere, Cycling the Appian Way",Mixed,Felice a Testaccio,Carbonara,Flight,American Airlines AA-1287,vespa scooter,4.5
117,New York,"Rome, Italy",7,Budget,Relaxed,"Colosseum, Spanish Steps, Vatican Museums, Pantheon","Hands-on pasta making class, Throwing coins in Trevi Fountain, Walking through bohemian Trastevere",Non-Vegetarian,Pizzeria Da Baffetto,Artisanal Gelato,Flight,Germanwings 4U-2514,metro,4.4
118,Tokyo,"Agra & Taj Mahal, UP",7,Luxury,Relaxed,"Fatehpur Sikri, Tomb of Akbar, Agra Fort","Watching Taj sunrise, spiritual chanting at temples",Non-Vegetarian,Sheroes Hangout,Hot Mughlai chicken rolls,Train,Agra & Taj Mahal Intercity Express,walking,4.6
119,Paris,"New Delhi, Delhi NCR",7,Budget,Moderate,"Akshardham Temple, India Gate memorial, Qutub Minar","Tasting golgappa street foods, Rickshaw ride in Chandni Chowk lanes",Mixed,Bukhara ITC Maurya,Stuffed Mixed Paranthas,Bus,New Delhi Intercity Express,private taxi,4.5
120,Singapore,"Bali, Indonesia",7,Mid-Range,Moderate,"Kelingking Cliff Penida, Tirta Empul Water Temple, Ubud Monkey Forest","Participating in water purification, Sunset Kecak Fire Dance, Riding a giant valley swing",Local,Sari Organik fields,Nasi Campur Balinese,Flight,American Airlines AA-2894,fast speedboat,4.3
121,New Delhi,"Agra & Taj Mahal, UP",7,Budget,Relaxed,"Tomb of Akbar, Taj Mahal, Mathura Krishna Janmabhoomi, Fatehpur Sikri","Exploring massive red-stone forts, Marble-inlay souvenir shopping, Watching Taj sunrise",Local,Sheroes Hangout,Dal Makhani with naans,Bus,Agra & Taj Mahal Intercity Express,private taxi,4.6
122,Pune,"Bali, Indonesia",7,Mid-Range,Fast,"Tegallalang Rice Terraces, Uluwatu Cliff Temple, Tirta Empul Water Temple, Kelingking Cliff Penida","Hiking Mount Batur at sunrise, Participating in water purification, Sunset Kecak Fire Dance",Mixed,Sun Sun Warung Ubud,Mie Goreng,Train,Bali Intercity Express,private taxi,4.8
123,New York,"Kolkata, West Bengal",7,Budget,Fast,"Indian Museum, Princep Ghat Boating, Science City","Taking a yellow taxi ride over Howrah Bridge, Exploring Kumartuli clay artisan village",Local,Flurys British Tea Room,Double Egg Chicken Kathi Roll,Bus,Kolkata Intercity Express,heritage tram,4.3
124,Chennai,"Tokyo, Japan",7,Mid-Range,Fast,"Tokyo Skytree, Meiji Jingu Shrine, Shibuya Crossing","Walking the Shibuya Scramble, Anime shopping in Akihabara",Vegetarian,Ichiran Ramen Shibuya,Kaiseki Multi-course,Bus,Tokyo Intercity Express,JR train,4.3
125,Tokyo,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jantar Mantar, City Palace, Jal Mahal Lake","Bapu Bazaar leather shopping, Royal fort trekking",Local,Chokhi Dhani resort,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,e-rickshaw,4.6
126,Hyderabad,"Jaipur, Rajasthan",7,Budget,Moderate,"Hawa Mahal, City Palace, Amber Fort","Royal fort trekking, Bapu Bazaar leather shopping",Non-Vegetarian,Caffe Palladio,Traditional sweet Malpua,Train,Jaipur Intercity Express,auto-rickshaw,4.3
127,Tokyo,"Tokyo, Japan",7,Mid-Range,Moderate,"Meiji Jingu Shrine, teamLab Planets, Tokyo Skytree","Experiencing teamLab digital art, Anime shopping in Akihabara",Local,Omoide Yokocho street stalls,Kaiseki Multi-course,Train,Tokyo Intercity Express,metro,4.8
128,Pune,"Jaipur, Rajasthan",7,Mid-Range,Fast,"Jal Mahal Lake, Jantar Mantar, Hawa Mahal","Traditional hand-block printing, Bapu Bazaar leather shopping",Mixed,Tapri The Tea House,Pyaaz Kachori,Bus,Jaipur Intercity Express,e-rickshaw,4.3
129,Ahmedabad,"Kolkata, West Bengal",7,Luxury,Relaxed,"Dakshineswar Kali Temple, Howrah Bridge, Science City, Victoria Memorial","Exploring Kumartuli clay artisan village, Tasting Roshogollas at K.C. Das",Mixed,Arsalan Mughlai Restaurant,Mishti Doi and Sandesh desserts,Bus,Kolkata Intercity Express,walking,4.4
130,San Francisco,"Paris, France",7,Mid-Range,Relaxed,"Sacré-Cœur Basilica, Palace of Versailles, Luxembourg Gardens","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit",Local,Le Comptoir du Relais,Escargot,Train,Paris Intercity Express,Paris Metro,4.7
131,Chennai,"Agra & Taj Mahal, UP",7,Luxury,Relaxed,"Tomb of Akbar, Fatehpur Sikri, Mathura Krishna Janmabhoomi","Watching Taj sunrise, Exploring massive red-stone forts, spiritual chanting at temples",Vegetarian,Brijwasi Mithai Wala,Brijwasi Milk Peda,Flight,Jetstar Asia Airways 3K-1130,e-rickshaw,4.9
132,Paris,"Bali, Indonesia",7,Budget,Moderate,"Tirta Empul Water Temple, Ubud Monkey Forest, Kelingking Cliff Penida, Uluwatu Cliff Temple","Participating in water purification, Sunset Kecak Fire Dance, Hiking Mount Batur at sunrise",Non-Vegetarian,Sari Organik fields,Grilled Red Snapper,Flight,Aegean Airlines A3-1202,scooter,4.8
133,Mumbai,"New Delhi, Delhi NCR",7,Budget,Moderate,"Akshardham Temple, Humayun's Tomb, Red Fort","Tasting golgappa street foods, Exploring heritage Lodhi gardens, Bargain shopping in Connaught Place",Vegetarian,Karim's Old Delhi,Butter Chicken with garlic naans,Flight,Air Berlin AB-1539,auto-rickshaw,4.6
134,San Francisco,"Agra & Taj Mahal, UP",7,Budget,Fast,"Taj Mahal, Mehtab Bagh sunset, Tomb of Akbar","spiritual chanting at temples, Exploring massive red-stone forts",Local,Sheroes Hangout,Brijwasi Milk Peda,Train,Agra & Taj Mahal Intercity Express,e-rickshaw,4.6
135,Tokyo,"Mumbai, Maharashtra",7,Luxury,Fast,"Elephanta Island Caves, Chhatrapati Shivaji Terminus, Haji Ali ocean mosque, Gateway of India","Ferry ride across harbor, Watching Dabbawalas sort lunches, Vectoring basalt cave temples",Vegetarian,Trishna seafood diner,Spicy Vada Pav street food,Flight,IndiGo Airlines 6E-252,local train,4.6
136,Paris,"Jaipur, Rajasthan",7,Budget,Relaxed,"Amber Fort, City Palace, Jal Mahal Lake, Hawa Mahal","Royal fort trekking, Traditional hand-block printing",Mixed,Caffe Palladio,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,e-rickshaw,4.6
137,Mumbai,"Mumbai, Maharashtra",7,Budget,Relaxed,"Chhatrapati Shivaji Terminus, Gateway of India, Elephanta Island Caves, Marine Drive Queen's Necklace","Vectoring basalt cave temples, Ferry ride across harbor",Local,Leopold Cafe Colaba,Sev Puri / Bhel Puri snacks,Train,Mumbai Intercity Express,walking,4.5
138,Hyderabad,"Kolkata, West Bengal",7,Mid-Range,Fast,"Science City, Victoria Memorial, Princep Ghat Boating, Howrah Bridge","Riding a heritage Kolkata tram, Exploring Kumartuli clay artisan village, Watching Hooghly sunset at Princep Ghat",Non-Vegetarian,Peter Cat Park Street,Chelomesh mixed platter,Flight,Air North Charter - Canada 4N-885,heritage tram,4.7
139,Paris,"Kolkata, West Bengal",7,Luxury,Fast,"Science City, Dakshineswar Kali Temple, Victoria Memorial, Princep Ghat Boating","Taking a yellow taxi ride over Howrah Bridge, Riding a heritage Kolkata tram",Non-Vegetarian,Kusum Kathi Rolls,Mishti Doi and Sandesh desserts,Train,Kolkata Intercity Express,heritage tram,4.9
140,New York,"Agra & Taj Mahal, UP",7,Mid-Range,Moderate,"Mehtab Bagh sunset, Tomb of Akbar, Fatehpur Sikri","Exploring massive red-stone forts, spiritual chanting at temples, Marble-inlay souvenir shopping",Mixed,Mama Chicken Franky,Dal Makhani with naans,Bus,Agra & Taj Mahal Intercity Express,private taxi,4.4
141,San Francisco,"Jaipur, Rajasthan",7,Luxury,Moderate,"Jal Mahal Lake, City Palace, Jantar Mantar","Rajasthani folk dance evening, Bapu Bazaar leather shopping, Traditional hand-block printing",Local,Saffron Mughlai diner,Dal Baati Churma Rajasthani,Flight,Air Berlin AB-1448,scooter,4.3
142,Bengaluru,"Jaipur, Rajasthan",7,Luxury,Fast,"Amber Fort, Nahargarh Fort, Jantar Mantar","Watching Nahargarh sunset view, Bapu Bazaar leather shopping",Non-Vegetarian,LMB Restaurant Johri,Dal Baati Churma Rajasthani,Train,Jaipur Intercity Express,private taxi,4.6
143,Pune,"New Delhi, Delhi NCR",7,Budget,Moderate,"Qutub Minar, Lotus Temple, Humayun's Tomb, Akshardham Temple","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes, Bargain shopping in Connaught Place",Vegetarian,Karim's Old Delhi,Spicy Chole Bhature,Bus,New Delhi Intercity Express,e-rickshaw,4.7
144,Hyderabad,"New York City, USA",7,Mid-Range,Moderate,"Statue of Liberty, Empire State Building, High Line Park","Walking across the Brooklyn Bridge, Picnicking in Bryant Park, Renting a bicycle in Central Park",Local,Katz's Delicatessen,Classic New York Street Slice,Bus,New York City Intercity Express,subway,5.0
145,Paris,"Paris, France",7,Mid-Range,Fast,"Palace of Versailles, Sacré-Cœur Basilica, Louvre Museum","Picnicking in Luxembourg Gardens, Boutique shopping in Marais",Mixed,L'As du Fallafel,Escargot,Train,Paris Intercity Express,RER train,4.7
146,Kolkata,"Jaipur, Rajasthan",7,Budget,Fast,"City Palace, Hawa Mahal, Amber Fort","Royal fort trekking, Watching Nahargarh sunset view",Local,Caffe Palladio,Dal Baati Churma Rajasthani,Flight,Alrosa Mirny Air Enterprise 6R-807,e-rickshaw,4.5
147,Kolkata,"Jaipur, Rajasthan",7,Mid-Range,Relaxed,"City Palace, Hawa Mahal, Amber Fort","Traditional hand-block printing, Watching Nahargarh sunset view",Mixed,Saffron Mughlai diner,Dal Baati Churma Rajasthani,Flight,Jet Airways 9W-2621,auto-rickshaw,4.6
148,Dubai,"Tokyo, Japan",7,Mid-Range,Moderate,"Shibuya Crossing, Meiji Jingu Shrine, Imperial Palace East Gardens, Tokyo Skytree","Anime shopping in Akihabara, Taking a Fuji day trip, Walking the Shibuya Scramble",Vegetarian,Gyoza Lou Harajuku,Pan-fried Gyoza,Flight,Sichuan Airlines 3U-237,JR train,4.6
149,Paris,"New York City, USA",7,Luxury,Moderate,"High Line Park, Times Square, Empire State Building","Renting a bicycle in Central Park, Walking across the Brooklyn Bridge",Local,Los Tacos No. 1 Chelsea,Classic New York Street Slice,Flight,Air Canada AC-586,walking,4.9
150,Bengaluru,"Tokyo, Japan",7,Luxury,Fast,"teamLab Planets, Imperial Palace East Gardens, Tokyo Skytree","Anime shopping in Akihabara, Walking the Shibuya Scramble",Mixed,Gyoza Lou Harajuku,Pan-fried Gyoza,Flight,Azul AD-1372,walking,4.4
151,San Francisco,"Tokyo, Japan",7,Luxury,Fast,"Senso-ji Temple, Imperial Palace East Gardens, Shibuya Crossing","Taking a Fuji day trip, Anime shopping in Akihabara",Local,Ichiran Ramen Shibuya,Pan-fried Gyoza,Flight,Redhill Aviation 8L-1957,metro,4.9
152,Ahmedabad,"Bali, Indonesia",7,Budget,Moderate,"Kelingking Cliff Penida, Ubud Monkey Forest, Tirta Empul Water Temple","Participating in water purification, Hiking Mount Batur at sunrise, Riding a giant valley swing",Vegetarian,Jimbaran Beach Club,Mie Goreng,Train,Bali Intercity Express,private taxi,5.0
153,Paris,"Rome, Italy",7,Luxury,Relaxed,"Colosseum, St. Peter's Basilica, Vatican Museums","Throwing coins in Trevi Fountain, Walking through bohemian Trastevere",Mixed,Felice a Testaccio,Cacio e Pepe pasta,Flight,American Airlines AA-2638,walking,4.6
154,Chennai,"New Delhi, Delhi NCR",7,Luxury,Fast,"India Gate memorial, Qutub Minar, Lotus Temple, Humayun's Tomb","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens, Tasting golgappa street foods",Non-Vegetarian,Saravana Bhavan CP,Dahi Bhalla Chat,Train,New Delhi Intercity Express,private taxi,4.6
155,New Delhi,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Qutub Minar, Red Fort, Humayun's Tomb, Akshardham Temple","Exploring heritage Lodhi gardens, Tasting golgappa street foods",Non-Vegetarian,Bukhara ITC Maurya,Sweet Shahi Tukda,Flight,Air France AF-2111,auto-rickshaw,4.8
